,question,answer,contexts,ground_truth
112,who are the characters in yo gabba gabba,The main characters in Yo Gabba Gabba! are five costumed toys come to life and their friend DJ Lance Rock.,"['The main characters in Yo Gabba Gabba! are five costumed toys come to life and their friend DJ Lance Rock.', 'Guest characters on Yo Gabba Gabba! include indie-culture stars and bands, drawing visual inspiration from 8-bit video games and H.R. Pufnstuf. No specific list of guest characters is provided in the context.']",DJ Lance Rock
113,what kind of fish live in the salton sea,"Fish species found in the Salton Sea include tilapia, threadfin shad, carp, red shiner, channel catfish, white catfish, largemouth bass, mosquitofish, sailfin molly, and desert pupfish.","['Types of fish inhabiting the Salton Sea include introduced tilapia, threadfin shad, carp, red shiner, channel catfish, white catfish, largemouth bass, mosquitofish, sailfin molly, and desert pupfish.', 'The Salton Sea is a shallow, saline, endorheic rift lake located in the Colorado Desert, primarily in Imperial and Riverside counties, California, USA. It has varying dimensions and areas due to agricultural runoff and rainfall, with an estimated surface area of approximately 343 square miles (889 km²). It is the largest lake in California and is situated below sea level at an elevation of −236 feet (-71.9 m). Its primary inflows include Alamo River, New River, and Whitewater River, but it has no primary outflow.']",tilapia
114,when was i look at the world poem written,"The poem ""When I Look at the World"" was written for the album All That You Can't Leave Behind, released on 30–31 October 2000.","['The poem ""When I Look at the World"" was written for the album All That You Can\'t Leave Behind, released on 30–31 October 2000.']",30–31 October 2000
115,india and china went to war in 1962,"Yes, India and China went to war in 1962. China won the conflict, capturing key locations like Rezang la and Tawang. The war ended with China declaring a ceasefire and withdrawing to its claimed line of actual control.","['The 1962 India-China war was primarily due to a disputed Himalayan border and a series of violent border incidents following the 1959 Tibetan uprising, when India granted asylum to the Dalai Lama. External links: Sino-Indian War - Wikipedia, Remembering a War: The 1962 India-China Conflict — Rediff.com.', 'The 1962 India-China war resulted in a Chinese victory. China captured strategic locations such as Rezang la in Chushul and Tawang in the eastern theatre. The conflict ended with China declaring a ceasefire and withdrawing to its claimed line of actual control. No answer about specific consequences beyond military outcomes is provided in the given context.']",No answer
116,when is the next tangled the series episode coming out,No answer,"['No answer', 'No answer']",No answer
117,what causes cracked skin at the corners of your mouth,"Causes of cracked skin at the corners of your mouth include infection, irritation, allergies, inflammatory bowel diseases (e.g., Crohn's disease or ulcerative colitis), and maceration due to constant sticking out of the tongue. Risk factors include these conditions and macroglossia. Treatments involve barrier creams, improved oral hygiene, and possibly surgical interventions.","[""Common causes of cracked skin at the corners of your mouth include infection, irritation, allergies, inflammatory bowel diseases such as Crohn's disease or ulcerative colitis, and maceration due to constant sticking out of the tongue."", ""Risk factors for cracked skin at the corners of your mouth include infection, irritation, allergies, inflammatory bowel diseases such as Crohn's disease or ulcerative colitis, and conditions like macroglossia where the tongue is larger than the mouth size. [2][4]"", 'Treatments for cracked skin at the corners of your mouth include barrier creams based on the cause, improving oral hygiene, stopping smoking or other tobacco habits, and using a barrier cream like zinc oxide paste at night. Surgical procedures involving collagen injections or facial fillers may be considered in rare resistant cases.']",infection
118,the primary reason for the creation of federal whistleblower statutes was to,The primary reason for the creation of federal whistleblower statutes was to protect federal employees who expose wrongdoing within the government by providing legal protection against retaliation. [Source: Whistleblower Protection Act - Wikipedia],"['To create federal whistleblower statutes, lawmakers aimed to protect federal employees who expose wrongdoing within the government. These statutes provide legal protection against retaliation when employees disclose information about agency misconduct, such as violations of laws, rules, regulations, mismanagement, waste of funds, abuses of authority, or dangers to public health or safety. [Source: Whistleblower Protection Act - Wikipedia]', 'Benefits of federal whistleblower statutes include protection against retaliation for reporting agency misconduct, allowing whistleblowers to file complaints about violations of laws, rules, regulations, mismanagement, waste of funds, abuses of authority, and dangers to public health or safety.']",No answer
119,alison krauss now that i've found you album,No answer,"['The exact track list for ""Now That I\'ve Found You"" is not provided in the given context.', 'Producer: Alison Krauss & Union Station', '1995']",No answer
120,when did the dallas cowboys win their last playoff game,No answer,"['The Dallas Cowboys participated in the playoffs in 2022.', 'No answer']",2014
121,when was the last time villanova won the ncaa basketball championship,"Villanova last won the NCAA basketball championship on April 2, 2018.","['Villanova last won the NCAA basketball championship on April 2, 2018.', 'The most recent year Villanova won the NCAA basketball championship is 2018.']",2018
122,why did the attack on pearl harbor take place,"The attack on Pearl Harbor took place because Japanese military strategy aimed to neutralize the United States Pacific Fleet to gain a strategic advantage in the Second Sino-Japanese War and prevent American intervention in Japan's planned invasion of Southeast Asia. Long-term goals included buying time for Japan to consolidate its position, increasing naval strength, undermining American morale, and seeking a compromise peace. (Sources: [15], [50], [51], [52], [53])","[""The immediate causes of the attack on Pearl Harbor included Japanese military strategy aimed at neutralizing the United States Pacific Fleet to gain a strategic advantage in the ongoing Second Sino-Japanese War and to prevent American intervention in Japan's planned invasion of Southeast Asia. The attack was executed without prior declaration of war, catching the United States unprepared and leading to its entry into World War II."", 'The long-term strategic goals behind the attack on Pearl Harbor included preventing the U.S. Pacific Fleet from interfering with Japanese military actions in Southeast Asia, buying time for Japan to consolidate its position and increase its naval strength, undermining American morale, and hoping for a compromise peace with Japan. (Sources: [15], [50], [51], [52], [53])']","as a preventive action to keep the U.S. Pacific Fleet from interfering with military actions that were planned in Southeast Asia against overseas territories of the United Kingdom, the Netherlands, and the United States"
123,where was a time for choosing speech given,"The ""A Time for Choosing"" speech was given by Ronald Reagan on October 27, 1964.","['Ronald Reagan gave the speech ""A Time for Choosing.""', 'October 27, 1964']","Los Angeles County, California, U.S."
124,when is the last time the philadelphia won the superbowl,The Philadelphia Eagles last won the Super Bowl in Super Bowl LII.,"['The Philadelphia Eagles last won the Super Bowl in Super Bowl LII.', 'The key players on the Philadelphia Eagles team when they last won the Super Bowl in 1980 included quarterback Randall Cunningham, tight end Keith Jackson, and running back Herschel Walker. The ""Gang Green"" defense was also notable, led by Reggie White, Jerome Brown, Clyde Simmons, Seth Joyner, Wes Hopkins, Mike Golic, Byron Evans, Eric Allen, Andre Waters, and Mark McMillian.']","Super Bowl LII,"
125,what type of political system does el salvador have,El Salvador has a presidential representative democratic republic political system.,"['El Salvador has a presidential representative democratic republic form of government.', 'El Salvador operates under a presidential representative democratic republic political system.']","""flawed democracy"""
126,what is the name of the hyena in lion king,"Shenzi, Banzai, and Ed","['The name of the hyena in The Lion King is Shenzi, Banzai, and Ed.']",Shenzi
127,where are the winter olympics and when do they start,"The Winter Olympics will be held in Pyeongchang, South Korea, starting on 9 February 2018.","['The host city for the upcoming Winter Olympics is Pyeongchang, South Korea.', 'The start date for the next Winter Olympics is 9 February 2018.']","Pyeongchang County, South Korea"
128,what are the requirements of passing national senior certificate,No answer,"[""To pass the National Senior Certificate (NSC), students need to achieve a minimum aggregate mark. Specific requirements vary but generally include passing all required subjects with grades ranging from 'D' to 'C'. The exact percentage required varies by subject and institution. No answer on specific numerical thresholds."", 'No answer', 'No answer']",No answer
129,when does sam realize he is jim in ghost whisperer,"Sam realizes he is Jim when he hears a car backfire and remembers being shot. (Source: December 19, 2008 episode)","['Sam first suspects he is Jim in ""Ball & Chain,"" episode отив December 19, 2008 (2008-12-19).', ""Sam definitively realizes he is Jim when he hears a car backfire and remembers being shot, which he finds strange. This moment indicates that Jim's spirit is still present within him. (Source: December 19, 2008 episode)""]",Leap of Faith
130,what kind of guns are allowed in switzerland,"Legal guns in Switzerland include semi-automatic pistols, revolvers, rifles, pump guns, lever-action rifles, and self-loading guns (shotguns and rifles). Fully automatic firearms are not allowed. (Source: Information derived from the provided context.)","['In Switzerland, legal guns include semi-automatic pistols, revolvers, rifles, pump guns, lever-action rifles, and self-loading guns (shotguns and rifles). However, fully automatic firearms are not allowed.', 'In Switzerland, gun laws are considered liberal. Citizens and foreigners with permanent residence can freely buy semi-automatic firearms, but not fully automatic ones. Concealed carrying permits are issued very restrictively. The Weapons Law (WG, LArm) and Weapons Act (WV, OArm) govern these regulations.']","semi-automatic, but not fully automatic, firearms"
131,where is the crown of thorns starfish located,"The crown of thorns starfish, Acanthaster planci, is located in reef environments where it preys on hard or stony coral polyps.","['The crown-of-thorns starfish, Acanthaster planci, is a large, multiple-armed starfish that preys on hard, or stony, coral polyps. It is named for its venomous thorn-like spines covering its upper surface. Adults typically range from 25 to 35 cm in size, with up to 21 arms. They feed by climbing onto coral colonies, extruding their stomachs to digest coral tissue. Their body form includes a central disk and radiating arms, with unique features such as flexibility, prehensility, and heavy spination.', 'The crown of thorns starfish, Acanthaster planci, is typically found preying on hard or stony coral polyps in reef environments.']","perhaps most common in Australia, but can occur at tropical and subtropical latitudes from the Red Sea and the east African coast across the Indian Ocean, and across the Pacific Ocean to the west coast of Central America"
132,where is the host file located in windows server 2008 r2,The host file in Windows Server 2008 R2 is located at %SystemRoot%\System32\drivers\etc\hosts.,['%SystemRoot%\\System32\\drivers\\etc\\hosts'],%SystemRoot%\System32\drivers\etc\hosts
133,who did shakespeare write his play hamlet for,No answer,"['No answer', ""The social and political context of Shakespeare's play Hamlet reflects the Protestant tones derived from its setting in Denmark, a predominantly Protestant country. The play also references Wittenberg, where Martin Luther initiated the Protestant Reformation in 1517. Additionally, Hamlet departs from contemporary dramatic conventions by focusing on character rather than action through soliloquies. [1][97]""]","almost certainly wrote his version of the title role for his fellow actor, Richard Burbage"
134,where did the first african american air force unit train,"The first African American air force unit, the 99th Pursuit Squadron, trained at Moton Field, the Tuskegee Army Air Field, and received education at Tuskegee University, all located near Tuskegee, Alabama.","['The first African American air force unit was named the 99th Pursuit Squadron. [7]', 'The Tuskegee Airmen trained at Moton Field, the Tuskegee Army Air Field, and were educated at Tuskegee University, all located near Tuskegee, Alabama.']","Moton Field, the Tuskegee Army Air Field"
135,what is the current mac os operating system,The current mac OS operating system is macOS High Sierra.,"['The latest version of macOS is macOS High Sierra, publicly released in September 2017.', ""The key features of the current macOS operating system include:\n- Introduction of Siri to macOS\n- Optimized Storage\n- Improvements to included applications\n- Greater integration with Apple's iPhone and Apple Watch\n- Adoption of the Apple File System (APFS) as a replacement for HFS+""]",10.13.4
136,who's playing in the world series and when is it,The 2017 World Series featured the Houston Astros from the American League and the Los Angeles Dodgers from the National League. It was played between October 24 and November 1.,"['The 2017 World Series featured the Houston Astros from the American League and the Los Angeles Dodgers from the National League.', 'The 2017 World Series was played between October 24 and November 1.']",Houston Astros
137,genre of diary of a wimpy kid the getaway,Graphic Novel,"[""Children's novel, Graphic Novel""]",Children's novel
138,did anyone die from ebola in the us,Thomas Eric Duncan was the only person who died from Ebola in the US.,"['Yes, Thomas Eric Duncan died from Ebola in the US in 2014. No one else died from Ebola in the US in 2021.', 'Yes, one person died from Ebola in the US in 2020. Thomas Eric Duncan passed away on October 8, 2014. No answer', 'Yes, Thomas Eric Duncan died from Ebola in the US in 2014. No one else died from Ebola in the US in 2019.']",No answer
139,which country has the smallest population in europe,"The country with the smallest population in Europe is the Netherlands with 17,104,600 people as of January 25, 2018.","['The country with the smallest population in Europe is the Netherlands with 17,104,600 people as of January 25, 2018.']",Vatican City
140,when did united states enter world war i,"The United States entered World War I on April 6, 1917, by declaring war on Germany. [4]","['The United States declared war on Germany on April 6, 1917. [4]', 'The United States declared war on Austria-Hungary on December 7, 1917. [5][6]']",April 1917
141,are there many copies of sir gawain and the green knight,There is only one surviving manuscript copy of Sir Gawain and the Green Knight.,"['There is only one surviving manuscript copy of Sir Gawain and the Green Knight.', ""Information about copies of Sir Gawain and the Green Knight can be found in several places including:\n- High-resolution, full-sized scans of the manuscript available online.\n- JRR Tolkien and EV Gordon's edition.\n- Public domain audiobooks at LibriVox.\n- Google Books results.\n- Various websites such as Luminarium, Oxford Bibliographies, and Sir Gawain and the Green Knight - Wikipedia.\nThese resources provide access to different versions and translations of the poem.""]",No answer
142,what is nginx and what is it used for,"Nginx is a free and open-source software used for serving dynamic HTTP content, acting as a load balancer, and functioning as a reverse proxy and HTTP cache. It can handle more than 10,000 simultaneous connections with a low memory footprint. (Sources: Retrieved document, Context provided)","['Nginx serves dynamic HTTP content using FastCGI, SCGI, WSGI, and Phusion Passenger modules; acts as a load balancer; handles more than 10,000 simultaneous connections with a low memory footprint; and provides HTTP proxy and web server features. It is free and open-source software. (Source: Retrieved document)', 'Some common use cases for Nginx include serving dynamic HTTP content, acting as a load balancer, and functioning as a reverse proxy and HTTP cache. It can handle more than 10,000 simultaneous connections with a low memory footprint. (Source: Context provided)']","a web server which can also be used as a reverse proxy, load balancer and HTTP cache"
143,what caused the breakup of the democratic republican party,"The breakup of the Democratic-Republican Party was primarily caused by opposition between conservative and liberal factions within the party, the 1824 election where Henry Clay supported John Quincy Adams over Andrew Jackson, and ideological differences. Additionally, the rise of the Jacksonian Democrats and the emergence of the Whigs contributed to this realignment. (Source: ""Democratic-Republican Party"" - Wikipedia)","['Key issues leading to the breakup of the Democratic-Republican Party included:\n1. Opposition between conservative and liberal factions within the party.\n2. The 1824 election where Henry Clay supported John Quincy Adams over Andrew Jackson.\n3. Jackson\'s victory in 1828 and subsequent establishment of the first Democratic National Convention in 1832.\nSources: ""Democratic-Republican Party"" - Wikipedia', 'Key figures involved in the breakup of the Democratic Republican Party include Thomas Jefferson, James Madison, James Monroe, and John Quincy Adams. The conflict led to the rise of the Democratic Party under Andrew Jackson. [5, Wikipedia]', 'Political and social factors contributing to the breakup of the Democratic Republican Party include:\n\n1. **Election Controversies**: The 1824 election controversy where Henry Clay supported John Quincy Adams over Andrew Jackson led to divisions within the party.\n2. **Ideological Differences**: The party split into factions due to differing views on the economy and governance.\n3. **New National Realignment**: The rise of the Jacksonian Democrats and the emergence of the Whigs reflected changing political alignments and ideologies.\n\nSources:\n1. [Democratic-Republican Party - Wikipedia](https://en.wikipedia.org/wiki/Democratic-Republican_Party)']",the disputed 1824 presidential election
144,what is the weight of a honda fit,"The curb weight of a Honda Fit is 1,084 kg (2,390 lb).","['The curb weight of a Honda Fit is 1,084 kg (2,390 lb).', 'The curb weight of a Honda Fit is 1,084 kg (2,390 lb).']","1,020–1,080 kg"
145,what is earth's magnetic field responsible for,"1. Provides a reference for direction-finding using compasses.
2. Aids various organisms, including pigeons, in orientation and navigation through magnetoception.
3. Shields the Earth from harmful solar winds, protecting the ozone layer and contributing to the preservation of atmospheric gases like carbon dioxide.","[""The Earth's magnetic field impacts navigation by providing a reference for direction-finding using compasses. It also aids various organisms, such as pigeons, in orientation and navigation through magnetoception. Additionally, the magnetic field shields the Earth from harmful solar winds, protecting the ozone layer and contributing to the preservation of atmospheric gases like carbon dioxide. No answer"", ""Earth's magnetic field affects communication technologies by deflecting most of the solar wind, protecting the Earth from harmful ultraviolet radiation. However, very weak electromagnetic fields within frequencies between 2 kHz and 5 MHz can disrupt the magnetic compass navigation used by some animals, potentially affecting their migration patterns. This suggests that certain communication technologies may indirectly influence animal behavior through these electromagnetic emissions. No answer regarding direct effects on human communication technologies like phones or internet services was found in the provided context."", ""The Earth's magnetic field protects the planet from solar winds by deflecting most of the solar wind's charged particles, preventing them from stripping away the ozone layer and eroding the atmosphere. This is achieved through the magnetopause, where the pressures of the Earth's magnetic field and the solar wind balance each other.""]","deflect most of the solar wind, whose charged particles would otherwise strip away the ozone layer that protects the Earth from harmful ultraviolet radiation"
146,when are two events said to be independent,Two events are said to be independent when their joint probability equals the product of their individual probabilities: P(A ∩ B) = P(A) * P(B).,"['Two events A and B are independent if their joint probability equals the product of their individual probabilities: P(A ∩ B) = P(A) * P(B). For more than two events, they are pairwise independent if each pair is independent, and mutually independent if each event is independent of any combination of the others.', 'Independent events in probability theory mean that the occurrence of one event does not affect the probability of another event. Mathematically, for events A and B, they are independent if P(A ∩ B) = P(A) * P(B). This concept extends to multiple events where mutual independence requires specific conditions involving all combinations of events.']",if the occurrence of one does not affect the probability of occurrence of the other
147,what is the string of 882 islands extending southwest from the southern tip of florida known as,The string of 882 islands extending southwest from the southern tip of Florida is known as the Florida Keys.,"['The chain of 882 islands extending southwest from the southern tip of Florida is known as the Florida Keys.', 'These 882 islands extend into the Pacific Ocean.']",No answer
148,what is the lowest recorded temperature on mount vinson,No answer,"['Mount Vinson is the highest peak in Antarctica, at 4,892 metres (16,050 ft). It is located in the Sentinel Range of the Ellsworth Mountains and was first climbed in 1966.', 'The lowest recorded temperature on Earth is -89.2 °C (-128.6 °F), observed at Vostok Station, Antarctica on July 21, 1983.', 'Elevation affects recorded temperatures because higher elevations generally experience cooler temperatures due to decreased atmospheric pressure and thinner air. For example, Bou Bernous in Algeria has an elevation of 378 meters and records an average high temperature of .6 °F, while other locations with similar latitudes but lower elevations record higher temperatures. This indicates that elevation plays a significant role in determining local climatic conditions. No answer']",No answer
149,when was catch me if you can made,"Catch Me If You Can was made and released on December 25, 2002.","['Catch Me If You Can was released on December 25, 2002.', 'Steven Spielberg directed Catch Me If You Can.']",2002
150,explain what will happen if a normal gamete like y fertilises gamete x,"If a normal gamete Y (sperm) fertilizes gamete X (egg), they will fuse to form a zygote, leading to the development of a new organism through the process of fertilization.","['In species that produce two morphologically distinct types of gametes, a female produces the larger gamete called an ovum (egg), while a male produces the smaller gamete called a sperm. These are referred to as gamete Y (ova/egg) and gamete X (sperm).', 'When a normal gamete y (sperm) fertilizes gamete x (egg), they fuse to form a zygote, which develops into a new organism. This process is called fertilization.']",No answer
151,what nfl team is robert griffin the third playing for,No answer,"['Robert Griffin III has connections with the Washington Redskins and Cleveland Browns NFL teams.', 'Robert Griffin the Third is currently a free agent. No answer']",currently a free agent
152,who sings the theme song for the tv show cops,Inner Circle sings the theme song for the TV show Cops.,"['The theme song for the TV show Cops is ""Bad Boys"" by the Jamaican reggae band Inner Circle.']",Inner Circle
153,make a project report on agricultural crops grown in india,"India grows various agricultural crops such as wheat, rice, pulses, cotton, peanuts, fruits, vegetables, dry fruits, roots and tubers, and cash crops like coffee and cotton. [106, 80]","['India grows various agricultural crops including wheat, rice, pulses, cotton, peanuts, fruits, vegetables, dry fruits, roots and tubers, and cash crops like coffee and cotton. It is also a major producer of livestock and poultry meat.', 'No answer', 'Challenges include slow agricultural growth due to dependence on rural employment, unsustainable current agricultural practices, low yields for many crops, poorly maintained irrigation systems, lack of good extension services, and limited access to markets due to poor roads and market infrastructure. Opportunities include the use of startups with niche technology and new business models to address these issues. [106, 80]']",No answer
154,how many languages do they speak in africa,"In Africa, there are hundreds of languages spoken. The most widely recognized official languages are Afrikaans, Portuguese, Arabic, Spanish, English, Swahili, French, and others. Additionally, some of the most widely spoken local languages include Arabic, Somali, Berber, Amharic, Oromo, Igbo, Swahili, Hausa, Manding, Fulani, and Yoruba. (Sources: [Source 1], [Source 2])","['There are eight official languages in Africa: Afrikaans, Portuguese, Arabic, Spanish, English, Swahili, French, and other languages.', 'The most widely spoken languages in Africa include Arabic, Somali, Berber, Amharic, Oromo, Igbo, Swahili, Hausa, Manding, Fulani, and Yoruba.']",No answer
155,when did jack mccoy join law and order,"Jack McCoy joined Law & Order in the season five premiere episode titled ""Second Opinion.""","['Jack McCoy first appeared in the episode ""Second Opinion.""', 'Jack McCoy joined Law & Order in the season five premiere episode titled ""Second Opinion.""']",1994
156,when do the grand magic games start in fairy tail,No answer,"['The Grand Magic Games start in three months time after the events described. No specific date is given in the provided context.', ""The Grand Magic Games take place in Fiore's capital, Crocus. The specific season is not explicitly mentioned in the provided context.""]","Crocus, the Flower-Blooming Capital"
157,where is the emerald ash borer found in the us,No answer,['No answer'],"range north to the upper peninsula of Michigan, south to northern Louisiana, west to Colorado, and east to Massachusetts"
158,global trade during the ming dynasty of china,"Global trade during the Ming Dynasty involved trade with Japan and exploration of the Indian Ocean. Treasure voyages led by Zheng He reached East Africa. Trading partners included Europe and Japan, and commodities traded included tea, fruits, paint, and other goods. Cash crops such as corn were introduced through the Columbian exchange. Peasants shifted from producing solely for personal use to producing products for the market. No answer","['The main global trade routes during the Ming Dynasty of China included:\n- Trade with Japan\n- Exploration of the Indian Ocean\n- Treasure voyages led by Zheng He, reaching East Africa\n\nSources:\n- [Source Not Provided]', ""China's major trading partners during the Ming Dynasty included Europe and Japan. Source: The Ming Empire around 1580."", 'Tea, fruits, paint, and other goods were among the main commodities traded during the Ming Dynasty. Specialized areas also emerged planting large numbers of cash crops for sale at markets. Foreign crops like corn were introduced through the Columbian exchange. Many Ming peasants shifted from producing solely for personal use to producing products for the market.']",No answer
159,what is the total eclipse of the heart video about,"The ""Total Eclipse of the Heart"" video features Bonnie Tyler dreaming or fantasizing about her students in a boys' boarding school, set against the backdrop of the Holloway Sanatorium.","['The music video for ""Total Eclipse of the Heart"" shows Bonnie Tyler dressed in white, dreaming or fantasizing about her students in a boys\' boarding school. It includes scenes of young men dancing, participating in school activities, and singing in a choir.', 'The main character in the ""Total Eclipse of the Heart"" video is Bonnie Tyler, who is portrayed clad in white, dreaming or fantasizing about her students in a boys\' boarding school.', 'The theme of the ""Total Eclipse of the Heart"" video involves Bonnie Tyler dreaming or fantasizing about her students in a boys\' boarding school, set against the backdrop of the Holloway Sanatorium.']",No answer
160,who was the french chef given credit for developing the classic kitchen​ brigade,Georges Auguste Escoffier was the French chef given credit for developing the classic kitchen brigade.,"['Georges Auguste Escoffier is credited with developing the classic kitchen brigade.', ""The classic kitchen brigade is a hierarchical system of specialized roles within a restaurant's kitchen, developed by Georges Auguste Escoffier. It includes positions like Communard, Garçon de cuisine, Saucier, Chef de partie, and Cuisinier. Each position has specific duties related to food preparation and management.""]",Georges Auguste Escoffier
161,who wrote there's a guy works down the chip shop lyrics,"Kirsty MacColl and Paul Rambow wrote the lyrics for ""There's a Guy Works Down the Chip Shop.""","['The singer of ""There\'s a Guy Works Down the Chip Shop Lyrics"" is Kirsty MacColl.', 'Kirsty MacColl and Paul Rambow wrote the lyrics for ""There\'s a Guy Works Down the Chip Shop Swears He\'s Elvis.""']",Kirsty MacColl
162,when did the term sustainability start to be used,"The term sustainability began to be used in the 1970s and 1980s, particularly in response to environmental problems and the need for renewable energy sources. (Source: History of sustainability - Wikipedia)","['The term sustainability first started to be used in the 1970s and 1980s, particularly in response to environmental problems and the need for renewable energy sources. (Source: History of sustainability - Wikipedia)', 'The term sustainability was adopted due to environmental problems becoming global in scale after the 1973 and 1979 energy crises. These crises highlighted dependence on non-renewable resources, prompting calls for energy conservation and the development of renewable energy sources like wind turbines, photovoltaics, and hydroelectricity. Public awareness and policies promoting recycling and sustainable practices also contributed to the adoption of the term. (Source: History of Sustainability - Wikipedia)', 'The usage of the term sustainability has evolved from addressing local crises to encompassing global environmental issues. Initially, it focused on resolving regional societal challenges but later expanded to include concepts like car-free movements, smart growth, life cycle assessments, ecological footprint analysis, green buildings, dematerialization, and decarbonization. By 2005, sustainability became a global concern due to increased dependency on imported resources and widespread environmental problems. Public awareness and adoption of recycling and renewable energies grew significantly during this period.']",1987
163,percy jackson and the olympians sea of monsters summary,"Percy Jackson and the Olympians: Sea of Monsters is a novel by Rick Riordan where Percy Jackson, along with his friends Grover Underwood and Annabeth Chase, set out to find the Golden Fleece to save Thalia's pine tree and cure her from a poisonous curse. They face challenges including encounters with a cyclops named Polyphemus and other mythological creatures.","[""Percy Jackson, a demigod, and his friends embark on an adventure to rescue his satyr friend Grover from the Cyclops Polyphemus and bring the Golden Fleece to cure Thalia's poisoned pine tree, saving their camp from a Titan's attack.""]",No answer
164,where does the modern view of history originate from,"The modern view of history originates from the European Renaissance in the early 16th century, followed by key events such as the Age of Discovery, the Protestant Reformation, the French Revolution, the American Revolution, the Industrial Revolution, and the Great Divergence. (Sources: [1][2][3][4])","['Key milestones in the development of the modern view of history include:\n- The European Renaissance (early 16th century)\n- The Age of Discovery\n- The Protestant Reformation\n- The French Revolution\n- The American Revolution\n- The Industrial Revolution\n- The Great Divergence\n\nSources:\n1. [1][2]: Modern history as a global historiographical approach\n2. [3][4]: Early modern period beginning around the early 16th century\n3. [5]: Late modern period starting around the mid-18th century', 'No answer', 'The modern view of history differs from previous perspectives by emphasizing scientific methods, empirical observation, and the belief that science can provide all knowledge. This contrasts with earlier reliance on reason and innate knowledge. (Sources: [1], [15])']",approximately in the early 16th century
165,who played stumpy in the movie rio bravo,Walter Brennan played Stumpy in the movie Rio Bravo. Source: [11],"['Stumpy is a limping ""crippled"" old man who is doggedly loyal in the movie Rio Bravo. Source: [11]', 'Walter Brennan played the character Stumpy in the movie Rio Bravo.']",Walter Brennan
166,when does the new death of superman come out,No answer,"['""The Death of Superman"" comic book crossover event began in December 1992 and ended in October 1993. No answer', '""The Death of Superman"" is a comic book crossover event published by DC Comics in 1992-1993. It consists of three parts: ""Doomsday!"" where Superman fights Doomsday; ""A Funeral for a Friend,"" depicting the mourning after Superman\'s death; and ""Reign of the Supermen!"" featuring various claimants to Superman\'s identity. Superman eventually returns in the conclusion.']",late 2018
167,when does the champions league quarter finals start,The Champions League quarter finals start on 3-4 April 2018.,"['The start date of the Champions League quarter finals is 3-4 April 2018.', 'Barcelona, Roma, Sevilla, Bayern Munich, Juventus, Real Madrid, Liverpool, and Manchester City are participating in the Champions League quarter finals.']",16 March 2018
168,when was the first episode of scooby doo,"The first episode of Scooby-Doo, titled ""What a Night for a Knight,"" was aired on September 13, 1969.","['The first episode of Scooby-Doo, titled ""What a Night for a Knight,"" was aired on September 13, 1969.', 'The main characters in the first episode of Scooby-Doo, titled ""What a Night for a Knight,"" were Scooby-Doo, Shaggy Rogers, Fred Jones, Daphne Blake, and Velma Dinkley.']","September 13, 1969"
169,what gun does the california highway patrol use,No answer,"['No answer', 'No answer']",Smith & Wesson M&P in .40 S&W
170,what is the song in red dead redemption,"The song in Red Dead Redemption is ""(Theme From) Red Dead Redemption,"" composed by Bill Elm and Woody Jackson. The singer of ""Far Away"" is José González. No specific character sings this theme song.","['The song in Red Dead Redemption game is ""(Theme From) Red Dead Redemption."" It was composed by Bill Elm and Woody Jackson. Additionally, there are four vocal performances included in the soundtrack: ""Far Away"" by José González, ""Compass (Red Dead on Arrival Version)"" by Jamie Lidell, ""Deadman\'s Gun"" by Ashtar Command, and ""Bury Me Not on the Lone Prairie"" by William Elliott Whitmore.', 'The character who sings the song ""(Theme From) Red Dead Redemption"" is not specified in the provided context.', 'The singer of the song ""Far Away"" in Red Dead Redemption is José González.']",Far Away
171,who was elected governor of tennessee in 1865,William G. Brownlow was elected governor of Tennessee in 1865.,"['Andrew Johnson was the military governor of Tennessee during the Civil War, and John Sevier was the inaugural governor of Tennessee in 1796. However, there was no elected governor between these periods mentioned in the provided context. No answer', 'After 1865, the first governor of Tennessee was William G. Brownlow, who was inaugurated on April 5, 1865.', ""The election of William G. Brownlow as the governor of Tennessee in 1865 followed the appointment of Edward H. East as the Acting Governor after Andrew Johnson's inauguration as Vice President on March 4, 1865. Brownlow was officially inaugurated on April 5, 1865.""]",Edward H. East
172,when was the worlds first laptop computer introduced in the market and by whom,"The world's first laptop computer, the Grid Compass 1101, was introduced in 1983 by Bill Moggridge.","['The first laptop computer, the Grid Compass 1101, was introduced in 1983.', 'Bill Moggridge introduced the first laptop computer in the market with the Grid Compass 1101 in 1983.']","The portable micro computer the “Portal"" of the French company R2E Micral CCMC officially appeared in September 1980"
